gestion,semestre,carrera,carrera_codigo,modalidad_ingreso,orden_postulacion,turno_estudio,formacion_previa,genero,edad_ingreso,estado_civil,estudiante_internacional,beneficiario_beca,pagos_al_dia,deudor,desplazado,nee,situacion_laboral_estudiante,apoyo_financiero_tipo,materias_inscritas_1sem,evaluaciones_1sem,materias_aprobadas_1sem,promedio_1sem,materias_inscritas_2sem,evaluaciones_2sem,materias_aprobadas_2sem,promedio_2sem,reprobaciones_total,asistencia_pct,tutorias_recibidas,orientacion_academica,tasa_desempleo,tasa_inflacion,pib,estado_academico,target_desercion,avance_curricular_pct,n_retiros,materias_criticas_reprobadas,nota_prom_materias_criticas,alertas_academicas,uso_tutorias
2024,4,Lic. en Administración de Empresas,3,1,2,1,1,1,19,1,0,0,1,0,0,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,100.0,0,0,12.4,0.5,1.79,Abandono,1,50.0,0,3.0,0.0,1,0
2025,8,Ing. Financiera y de Riesgos,4,12,1,1,1,0,34,2,0,1,1,1,0,0,0,credito,6,7,6,16.142857142857142,6,10,6,16.2,0,59.4,1,1,9.4,-0.8,-3.12,Activo,0,100.0,0,0.0,15.378568603378936,1,1
2023,6,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,9,2,1,1,0,18,1,0,1,1,0,1,0,0,credito,8,8,7,11.785714285714286,8,8,7,11.785714285714286,1,86.6,1,1,12.7,3.7,-1.7,Activo,0,75.0,1,1.0,11.303633097603507,0,1
2025,6,Ing. Comercial,1,1,6,1,1,0,18,1,0,1,1,0,1,0,1,credito,8,8,8,13.42375,8,8,8,13.42375,0,80.2,0,0,9.4,-0.8,-3.12,Activo,0,75.0,1,0.0,12.46441651901317,0,0
2024,1,Ing. Comercio Internacional,2,1,1,1,1,0,20,1,0,0,1,0,0,0,0,ninguno,6,8,6,12.5,6,10,5,14.166666666666666,0,70.5,2,1,11.1,0.6,2.02,Activo,0,12.5,0,0.0,12.662271385493236,0,1
2024,6,Lic. en Administración de Empresas,3,8,2,1,1,0,20,1,0,1,1,0,1,0,0,credito,8,8,7,12.464285714285714,8,8,7,12.464285714285714,1,67.5,1,1,10.8,1.4,1.74,Activo,0,75.0,0,0.0,11.58235886438604,0,1
2025,2,Ing. Financiera y de Riesgos,4,17,1,0,1,0,23,1,0,0,1,1,0,0,0,ninguno,11,18,8,12.375,9,15,5,12.6,3,76.7,1,1,8.9,1.4,3.51,Activo,0,25.0,0,1.0,11.93196801456672,1,1
2025,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,1,0,28,1,0,0,1,0,0,0,0,ninguno,6,8,1,10.0,6,9,0,0.0,5,93.2,0,0,10.8,1.4,1.74,Abandono,1,37.5,0,3.0,4.6298520556646325,1,0
2025,7,Ing. Comercial,1,8,1,1,1,0,18,1,0,0,1,0,0,0,0,ninguno,6,8,5,12.6,6,10,6,12.428571428571429,1,75.0,0,0,15.5,2.8,-4.06,Activo,0,87.5,0,1.0,11.74268756088112,0,0
2025,1,Ing. Comercio Internacional,2,14,1,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,5,5,5,12.6,5,6,4,12.4,0,67.0,1,1,16.2,0.3,-0.92,Activo,0,12.5,0,0.0,12.194568246163803,0,1
2025,1,Lic. en Administración de Empresas,3,1,1,1,1,0,34,2,0,0,1,0,1,0,0,ninguno,5,7,2,10.0,5,6,4,12.0,3,56.9,0,0,7.6,2.6,0.32,Abandono,1,12.5,1,1.0,10.367294916404145,1,0
2024,2,Ing. Financiera y de Riesgos,4,16,1,1,1,0,35,2,0,0,1,0,0,0,0,ninguno,7,7,0,0.0,6,0,0,0.0,7,99.7,0,0,8.9,1.4,3.51,Abandono,1,25.0,0,3.0,0.0,1,0
2025,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,4,1,0,15,0,32,1,0,0,1,0,0,0,1,ninguno,5,7,5,11.6,5,8,5,12.333333333333334,0,59.6,0,0,12.4,0.5,1.79,Activo,0,50.0,0,0.0,11.227503813561913,1,0
2025,6,Ing. Comercial,1,8,2,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,8,6,12.166666666666666,6,6,6,13.5,0,53.5,0,0,11.1,0.6,2.02,Activo,0,75.0,0,0.0,11.847739422136836,1,0
2025,1,Ing. Comercio Internacional,2,8,5,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,6,10,4,13.6,6,7,5,12.666666666666666,2,92.8,2,1,11.1,0.6,2.02,Activo,0,12.5,0,1.0,12.508251298908881,1,1
2023,5,Lic. en Administración de Empresas,3,12,1,1,1,0,35,2,0,0,0,0,0,0,0,ninguno,5,8,4,12.5,5,8,5,11.8,1,80.8,2,1,9.4,-0.8,-3.12,Abandono,1,62.5,0,0.0,11.277751220432034,0,1
2024,6,Ing. Financiera y de Riesgos,4,12,1,0,1,1,24,1,0,1,1,0,0,0,1,beca,6,6,4,12.25,6,10,4,11.5,2,92.5,2,1,12.4,0.5,1.79,Activo,0,75.0,1,1.0,11.219551069134216,1,1
2023,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,1,1,1,0,20,1,0,1,1,0,1,0,0,beca,6,7,6,11.714285714285714,6,8,6,12.625,0,75.3,0,0,13.9,-0.3,0.79,Activo,0,12.5,2,0.0,11.522554835370041,0,0
2025,4,Ing. Comercial,1,1,3,1,1,1,18,1,1,1,1,0,1,0,0,credito,6,7,6,13.5,6,7,6,13.0,0,99.7,2,1,16.2,0.3,-0.92,Activo,0,50.0,1,0.0,12.298703554774855,0,1
2024,4,Ing. Comercio Internacional,2,1,3,1,1,1,20,1,0,1,1,0,1,0,1,beca,8,8,7,13.024285714285714,8,8,7,13.024285714285714,1,75.0,1,1,10.8,1.4,1.74,Activo,0,50.0,1,0.0,12.101309606163037,0,1
2024,4,Lic. en Administración de Empresas,3,8,5,1,1,1,18,1,0,0,0,0,1,0,0,ninguno,6,12,0,0.0,6,0,0,0.0,6,76.4,0,0,9.4,-0.8,-3.12,Abandono,1,50.0,2,3.0,0.0,1,0
2024,5,Ing. Financiera y de Riesgos,4,1,1,1,1,1,18,1,0,1,1,0,0,0,0,beca,5,6,5,17.333333333333332,5,8,5,18.571428571428573,0,86.5,1,1,12.4,0.5,1.79,Activo,0,62.5,1,0.0,17.445001925059202,0,1
2025,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,20,1,0,1,1,0,0,0,0,credito,5,7,4,11.0,5,7,4,11.5,1,83.7,0,0,9.4,-0.8,-3.12,Activo,0,25.0,0,0.0,10.568494108993242,0,0
2024,4,Ing. Comercial,1,8,2,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,7,10,6,13.666666666666666,7,9,6,12.5,1,56.6,0,0,12.4,0.5,1.79,Abandono,1,50.0,0,0.0,12.626605270019352,1,0
2024,2,Ing. Comercio Internacional,2,1,2,1,1,1,20,1,0,1,1,0,1,0,1,credito,6,9,6,11.375,6,6,5,13.8,0,73.3,1,1,7.6,2.6,0.32,Activo,0,25.0,0,0.0,11.976758311367423,0,1
2025,6,Lic. en Administración de Empresas,3,1,1,1,1,1,19,1,0,0,1,0,0,0,1,ninguno,6,6,6,12.833333333333334,6,8,6,11.833333333333334,0,77.7,2,1,10.8,1.4,1.74,Activo,0,75.0,0,0.0,11.69438418730148,0,1
2025,6,Ing. Financiera y de Riesgos,4,1,1,1,1,1,20,1,0,0,1,0,1,0,0,ninguno,6,9,5,12.6,6,11,4,11.5,1,73.6,0,0,7.6,2.6,0.32,Activo,0,75.0,0,1.0,11.167851971881468,0,0
2023,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,22,1,0,0,1,0,1,0,0,ninguno,7,8,6,14.333333333333334,8,9,7,13.771428571428572,1,92.1,3,1,11.1,0.6,2.02,Activo,0,37.5,1,1.0,13.125161096653459,0,1
2025,6,Ing. Comercial,1,8,2,1,1,1,18,1,0,1,1,0,0,0,1,mixto,5,8,4,13.5,6,10,6,13.625,1,98.8,1,1,11.1,0.6,2.02,Activo,0,75.0,1,1.0,12.972265956322465,0,1
2024,4,Ing. Comercio Internacional,2,1,1,1,1,1,19,1,0,0,1,0,0,0,0,ninguno,8,8,7,14.285714285714286,8,8,7,14.285714285714286,1,96.2,0,0,12.7,3.7,-1.7,Activo,0,50.0,2,0.0,13.97332117416302,0,0
2024,3,Lic. en Administración de Empresas,3,15,1,1,14,1,22,1,0,0,1,0,0,0,0,ninguno,6,15,3,11.75,6,12,2,10.0,3,78.5,0,0,13.9,-0.3,0.79,Abandono,1,37.5,0,1.0,9.971758312147452,1,0
2023,4,Ing. Financiera y de Riesgos,4,8,5,1,1,1,20,1,1,0,1,0,1,0,0,ninguno,5,5,5,14.8,5,5,5,17.6,0,100.0,1,1,8.9,1.4,3.51,Activo,0,50.0,1,0.0,15.77800492504905,0,1
2024,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,1,1,34,2,0,0,0,1,0,0,0,ninguno,6,7,0,0.0,6,0,0,0.0,6,70.4,2,1,12.4,0.5,1.79,Abandono,1,25.0,0,4.0,0.0,1,1
2023,2,Ing. Comercial,1,12,1,0,12,1,24,2,0,0,1,0,0,0,0,ninguno,6,14,1,10.0,5,5,0,0.0,5,91.8,0,0,16.2,0.3,-0.92,Abandono,1,25.0,0,2.0,4.682520369696109,1,0
2023,3,Ing. Comercio Internacional,2,12,2,1,1,1,26,1,0,0,1,0,1,0,0,ninguno,5,5,0,0.0,5,5,0,0.0,5,62.2,2,1,7.6,2.6,0.32,Abandono,1,37.5,0,1.0,0.0,1,1
2024,7,Lic. en Administración de Empresas,3,12,1,1,1,1,35,1,0,0,1,0,0,0,1,ninguno,7,10,4,12.6,7,9,5,12.38,3,84.0,0,0,12.4,0.5,1.79,Abandono,1,87.5,0,1.0,11.499827788519255,1,0
2024,6,Ing. Financiera y de Riesgos,4,1,1,0,1,1,22,1,0,0,1,0,1,0,1,ninguno,5,9,5,12.428571428571429,5,7,5,11.8,0,78.9,1,1,7.6,2.6,0.32,Activo,0,75.0,0,0.0,11.743800193513051,0,1
2025,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,9,1,1,1,1,26,1,0,0,1,0,1,0,1,ninguno,6,10,4,10.0,6,11,3,12.0,2,97.3,2,1,9.4,-0.8,-3.12,Activo,0,12.5,0,1.0,10.40341479360025,1,1
2024,8,Ing. Comercial,1,8,1,1,1,1,19,1,0,0,1,0,0,0,1,ninguno,5,7,3,12.333333333333334,5,5,0,0.0,2,94.8,0,0,8.9,1.4,3.51,Abandono,1,100.0,0,1.0,5.6516617015337,1,0
2023,3,Ing. Comercio Internacional,2,1,5,1,1,1,19,1,0,0,0,0,1,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,73.1,0,0,8.9,1.4,3.51,Abandono,1,37.5,1,2.0,0.0,1,0
2025,3,Lic. en Administración de Empresas,3,15,1,1,14,1,20,1,0,0,1,1,0,0,1,ninguno,0,0,0,0.0,0,0,0,0.0,0,73.1,1,1,15.5,2.8,-4.06,Activo,0,37.5,1,0.0,0.0,0,1
2024,1,Ing. Financiera y de Riesgos,4,16,1,1,1,1,21,1,0,0,1,1,0,0,0,ninguno,11,12,10,12.1,8,9,8,13.333333333333334,1,79.2,2,1,11.1,0.6,2.02,Activo,0,12.5,0,0.0,12.250277534452307,0,1
2024,4,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,2,1,1,0,19,1,0,1,1,0,1,0,0,credito,6,7,6,14.714285714285714,6,6,6,15.0,0,74.8,0,0,13.9,-0.3,0.79,Activo,0,50.0,0,0.0,14.500311406207556,0,0
2023,2,Ing. Comercial,1,1,3,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,6,6,12.666666666666666,6,7,6,12.833333333333334,0,77.8,0,0,12.7,3.7,-1.7,Activo,0,25.0,0,0.0,12.011003124157218,0,0
2025,2,Ing. Comercio Internacional,2,17,1,1,16,0,23,1,0,1,1,0,0,0,1,mixto,12,14,12,14.384615384615383,10,12,10,13.3,0,66.1,2,1,8.9,1.4,3.51,Activo,0,25.0,0,0.0,13.306849593989096,0,1
2024,1,Lic. en Administración de Empresas,3,8,3,1,1,0,18,1,0,1,1,0,1,0,0,beca,5,5,5,13.4,5,6,5,12.2,0,83.1,0,0,12.7,3.7,-1.7,Activo,0,12.5,0,0.0,12.029540926575757,0,0
2024,3,Ing. Financiera y de Riesgos,4,9,1,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,8,8,7,13.314285714285717,8,8,7,13.314285714285717,1,70.9,1,1,12.7,3.7,-1.7,Activo,0,37.5,0,0.0,12.991801885038246,0,1
2023,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,3,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,8,8,7,11.98857142857143,8,8,7,11.98857142857143,1,63.1,3,1,10.8,1.4,1.74,Activo,0,12.5,0,0.0,11.595191963947187,1,1
2025,2,Ing. Comercial,1,17,1,1,16,0,21,1,0,0,1,0,1,0,0,ninguno,11,17,11,11.545454545454543,9,13,8,12.88888888888889,0,78.7,0,0,8.9,1.4,3.51,Activo,0,25.0,0,0.0,11.436711154230865,0,0
2024,2,Ing. Comercio Internacional,2,1,1,1,1,0,18,1,0,1,1,0,1,0,0,beca,6,13,6,16.46153846153846,6,8,6,13.875,0,73.3,0,0,15.5,2.8,-4.06,Activo,0,25.0,0,0.0,14.719609772057481,0,0
2024,3,Lic. en Administración de Empresas,3,1,1,1,1,0,24,1,0,1,1,0,1,0,0,beca,6,7,6,13.666666666666666,6,6,6,12.833333333333334,0,75.1,2,1,10.8,1.4,1.74,Activo,0,37.5,0,0.0,12.34968862696632,0,1
2023,1,Ing. Financiera y de Riesgos,4,1,4,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,7,8,7,12.65,8,9,8,13.411111111111111,0,80.6,1,1,16.2,0.3,-0.92,Abandono,1,12.5,1,0.0,12.689541934158461,0,1
2023,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,7,6,12.333333333333334,6,10,3,12.0,0,76.7,1,1,13.9,-0.3,0.79,Activo,0,12.5,0,0.0,11.715829278716766,0,1
2023,3,Ing. Comercial,1,8,2,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,7,8,6,14.37,8,10,7,14.65,1,84.1,1,1,12.4,0.5,1.79,Activo,0,37.5,1,0.0,13.511007826060451,0,1
2024,5,Ing. Comercio Internacional,2,8,2,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,5,13,3,12.0,5,8,4,11.75,2,69.9,0,0,9.4,-0.8,-3.12,Activo,0,62.5,0,1.0,11.271846728189246,1,0
2025,7,Lic. en Administración de Empresas,3,1,5,1,1,0,18,1,0,1,0,0,1,0,1,beca,6,12,3,12.0,6,15,3,10.666666666666666,3,84.1,0,0,7.6,2.6,0.32,Abandono,1,87.5,1,2.0,10.541257368852081,1,0
2024,3,Ing. Financiera y de Riesgos,4,14,1,1,1,0,19,1,0,1,1,0,0,0,0,mixto,6,11,4,12.0,6,14,3,11.0,2,52.1,1,1,10.8,1.4,1.74,Abandono,1,37.5,0,1.0,11.07213586580009,1,1
2023,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,2,1,1,0,19,1,0,0,1,0,1,0,1,ninguno,6,10,5,12.6,6,7,5,11.2,1,79.1,1,1,10.8,1.4,1.74,Activo,0,37.5,0,1.0,11.173091885510122,0,1
2025,2,Ing. Comercial,1,1,5,1,3,0,18,1,0,0,1,1,0,0,1,ninguno,6,6,6,12.166666666666666,6,6,6,12.333333333333334,0,85.1,0,0,10.8,1.4,1.74,Activo,0,25.0,0,0.0,11.441725752141407,0,0
2025,4,Ing. Comercio Internacional,2,1,2,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,7,8,6,13.5,7,8,6,14.0,1,56.4,0,0,11.1,0.6,2.02,Activo,0,50.0,0,0.0,13.229866354893442,1,0
2024,3,Lic. en Administración de Empresas,3,1,5,1,1,0,18,1,0,1,1,0,1,0,1,beca,8,8,8,13.76375,8,8,8,13.76375,0,75.2,2,1,9.4,-0.8,-3.12,Activo,0,37.5,0,0.0,12.883522021616885,0,1
2024,4,Ing. Financiera y de Riesgos,4,8,6,1,1,0,19,1,0,1,1,0,1,0,0,credito,7,11,6,12.4,7,8,6,12.8,1,73.2,0,0,11.1,0.6,2.02,Activo,0,50.0,0,1.0,11.877607695069404,0,0
2025,3,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,3,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,5,16,4,10.666666666666666,5,11,2,12.0,1,63.2,2,1,13.9,-0.3,0.79,Activo,0,37.5,0,0.0,10.760947226602811,1,1
2025,1,Ing. Comercial,1,1,2,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,7,7,6,14.333333333333334,7,7,6,14.333333333333334,1,100.0,1,1,7.6,2.6,0.32,Activo,0,12.5,2,1.0,13.642983657993122,0,1
2023,8,Ing. Comercio Internacional,2,1,1,1,1,0,21,1,0,0,1,0,1,0,1,ninguno,6,12,4,12.5,6,13,2,12.666666666666666,2,80.0,1,1,11.1,0.6,2.02,Activo,0,100.0,0,1.0,11.879600740128184,1,1
2025,7,Lic. en Administración de Empresas,3,8,1,1,1,0,19,1,0,0,0,1,1,0,1,ninguno,6,14,1,10.0,6,13,0,0.0,5,86.0,0,0,7.6,2.6,0.32,Abandono,1,87.5,0,3.0,4.584125295114294,1,0
2023,4,Ing. Financiera y de Riesgos,4,1,4,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,7,8,7,14.69625,8,9,8,14.622222222222224,0,71.6,2,1,12.4,0.5,1.79,Activo,0,50.0,0,0.0,14.077323452204235,0,1
2024,8,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,18,1,0,0,1,0,0,0,1,ninguno,6,14,4,11.5,6,17,3,13.75,2,82.8,0,0,11.1,0.6,2.02,Activo,0,100.0,0,1.0,12.084598588386354,1,0
2024,2,Ing. Comercial,1,8,3,1,1,0,18,1,0,1,1,0,0,0,1,credito,7,9,7,12.855555555555556,8,8,8,13.9125,0,100.0,0,0,12.7,3.7,-1.7,Activo,0,25.0,0,0.0,12.80339587197239,0,0
2023,1,Ing. Comercio Internacional,2,1,1,1,1,0,18,1,0,0,1,0,0,0,1,ninguno,7,7,7,13.7,8,9,8,13.994444444444444,0,60.0,0,0,11.1,0.6,2.02,Activo,0,12.5,1,0.0,13.01444481028254,1,0
2025,5,Lic. en Administración de Empresas,3,1,1,1,1,0,23,1,0,0,0,0,0,0,1,ninguno,5,9,0,0.0,5,10,1,12.0,5,86.7,1,1,10.8,1.4,1.74,Abandono,1,62.5,0,2.0,5.362223114773329,1,1
2023,1,Ing. Financiera y de Riesgos,4,1,1,1,1,0,20,1,0,0,1,0,1,0,0,ninguno,6,13,3,11.2,6,9,4,12.0,3,69.3,0,0,16.2,0.3,-0.92,Activo,0,12.5,0,1.0,10.641778692732515,1,0
2024,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,18,1,0,0,1,0,0,0,0,ninguno,7,7,7,13.285714285714286,8,9,8,13.333333333333334,0,84.6,2,1,16.2,0.3,-0.92,Activo,0,25.0,0,0.0,12.803950320172905,0,1
2024,1,Ing. Comercial,1,8,2,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,9,5,13.0,6,8,5,10.4,1,72.5,1,1,7.6,2.6,0.32,Activo,0,12.5,1,0.0,11.109007495200549,0,1
2025,3,Ing. Comercio Internacional,2,12,1,1,1,0,27,1,0,1,1,0,0,0,0,beca,7,8,6,12.6,7,9,6,11.685714285714283,1,81.2,0,0,12.4,0.5,1.79,Activo,0,37.5,1,0.0,11.291987375521813,0,0
2025,1,Lic. en Administración de Empresas,3,8,1,1,1,0,19,1,0,1,0,1,1,0,0,credito,5,5,5,12.8,5,5,4,12.0,0,83.5,0,0,11.1,0.6,2.02,Activo,0,12.5,0,0.0,11.717782784675475,0,0
2024,1,Ing. Financiera y de Riesgos,4,14,1,1,1,0,21,1,0,0,1,0,1,0,0,ninguno,6,14,5,11.5,6,13,5,11.0,1,64.6,0,0,15.5,2.8,-4.06,Abandono,1,12.5,0,0.0,10.567080297502887,1,0
2024,5,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,9,1,1,1,0,19,1,0,1,1,0,1,0,0,credito,8,8,7,11.4,8,8,7,11.4,1,68.5,0,0,10.8,1.4,1.74,Activo,0,62.5,0,0.0,11.062661885896372,0,0
2024,2,Ing. Comercial,1,15,1,1,1,0,21,1,0,1,1,0,0,0,0,credito,6,6,6,12.333333333333334,6,8,6,11.333333333333334,0,84.4,2,1,13.9,-0.3,0.79,Activo,0,25.0,0,0.0,11.254313569430415,0,1
2024,8,Ing. Comercio Internacional,2,1,5,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,6,7,5,12.8,6,10,4,12.2,1,71.6,1,1,10.8,1.4,1.74,Activo,0,100.0,1,0.0,12.010486387304788,0,1
2025,3,Lic. en Administración de Empresas,3,8,1,1,1,0,20,1,0,1,1,0,1,0,0,credito,5,8,5,12.0,5,8,4,15.0,0,86.5,1,1,12.7,3.7,-1.7,Activo,0,37.5,0,0.0,12.500465414018219,0,1
2024,7,Ing. Financiera y de Riesgos,4,1,1,1,1,0,18,1,0,1,1,0,1,0,0,beca,6,8,5,13.0,6,9,5,13.5,1,89.2,2,1,9.4,-0.8,-3.12,Activo,0,87.5,0,0.0,12.734151450557382,0,1
2025,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,8,1,1,1,0,18,1,0,1,0,1,1,0,0,beca,6,6,6,11.833333333333334,6,8,6,11.0,0,61.3,0,0,12.7,3.7,-1.7,Abandono,1,12.5,0,0.0,10.497519092310963,1,0
2023,4,Ing. Comercial,1,1,3,1,1,0,18,1,0,0,1,0,1,0,1,ninguno,6,8,6,14.0,6,9,6,13.333333333333334,0,86.3,0,0,8.9,1.4,3.51,Activo,0,50.0,0,0.0,12.893303052138334,0,0
2024,1,Ing. Comercio Internacional,2,8,4,1,1,0,18,1,0,1,1,0,1,0,1,mixto,6,6,6,12.333333333333334,6,6,6,13.5,0,75.9,0,0,16.2,0.3,-0.92,Activo,0,12.5,3,0.0,12.378025180232205,0,0
2023,2,Lic. en Administración de Empresas,3,1,3,1,1,0,19,1,0,1,1,0,1,0,0,beca,7,10,5,13.04,7,7,7,12.5,2,95.2,0,0,12.4,0.5,1.79,Activo,0,25.0,0,1.0,12.089525935138113,1,0
2023,4,Ing. Financiera y de Riesgos,4,17,1,1,16,0,23,1,0,0,0,1,1,0,0,ninguno,11,18,11,13.166666666666666,9,15,8,13.333333333333334,0,76.5,0,0,8.9,1.4,3.51,Activo,0,50.0,0,0.0,12.361624884035564,0,0
2023,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,12,1,1,12,0,24,1,0,1,1,0,1,0,0,mixto,6,7,6,12.5,6,11,6,12.833333333333334,0,69.7,1,1,8.9,1.4,3.51,Activo,0,12.5,0,0.0,11.74830885804503,0,1
2024,3,Ing. Comercial,1,1,1,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,71.6,0,0,10.8,1.4,1.74,Activo,0,37.5,1,0.0,0.0,0,0
2023,2,Ing. Comercio Internacional,2,1,3,1,1,0,18,1,0,0,1,0,1,0,0,ninguno,8,8,7,15.657142857142857,8,8,7,15.657142857142857,1,65.2,0,0,12.7,3.7,-1.7,Activo,0,25.0,0,0.0,15.119441658297138,0,0
2024,8,Lic. en Administración de Empresas,3,1,2,1,1,0,19,1,0,0,1,0,0,0,1,ninguno,6,6,6,12.166666666666666,6,6,6,11.333333333333334,0,93.5,0,0,12.7,3.7,-1.7,Activo,0,100.0,0,0.0,11.215343773850499,0,0
2023,1,Ing. Financiera y de Riesgos,4,8,2,1,1,0,19,1,0,0,1,0,1,0,0,ninguno,6,0,0,0.0,6,0,0,0.0,6,86.6,2,1,10.8,1.4,1.74,Abandono,1,12.5,0,3.0,0.0,1,1
2024,1,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,0,20,1,0,1,1,0,0,0,0,credito,6,11,5,10.6,6,9,5,11.166666666666666,1,74.5,0,0,11.1,0.6,2.02,Activo,0,12.5,0,0.0,10.164566901437006,0,0
2023,2,Ing. Comercial,1,1,1,1,1,0,20,1,0,0,1,0,0,0,1,ninguno,6,10,6,13.428571428571429,6,11,5,12.666666666666666,0,78.2,0,0,13.9,-0.3,0.79,Activo,0,25.0,0,0.0,12.149245010524517,0,0
2024,7,Ing. Comercio Internacional,2,12,1,1,1,0,26,1,0,0,1,0,0,0,1,ninguno,6,8,4,11.75,6,12,0,0.0,2,90.0,0,0,7.6,2.6,0.32,Abandono,1,87.5,0,0.0,5.307897928522138,1,0
2023,4,Lic. en Administración de Empresas,3,12,1,1,12,1,36,1,0,0,0,1,0,0,0,ninguno,5,10,0,0.0,5,5,0,0.0,5,83.1,0,0,15.5,2.8,-4.06,Abandono,1,50.0,0,1.0,0.0,1,0
2025,3,Ing. Financiera y de Riesgos,4,8,1,1,1,1,19,1,0,0,0,0,0,0,0,ninguno,0,0,0,0.0,0,0,0,0.0,0,88.6,2,1,10.8,1.4,1.74,Abandono,1,37.5,0,0.0,0.0,0,1
2024,7,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,13,1,1,1,1,27,1,0,0,0,0,0,0,0,ninguno,5,0,0,0.0,5,0,0,0.0,5,80.5,1,1,15.5,2.8,-4.06,Abandono,1,87.5,1,2.0,0.0,1,1
2024,5,Ing. Comercial,1,1,4,1,1,1,18,1,0,0,1,0,0,0,0,ninguno,5,9,1,13.0,5,5,0,0.0,4,82.5,1,1,8.9,1.4,3.51,Abandono,1,62.5,2,1.0,6.101258140355392,1,1
2025,1,Ing. Comercio Internacional,2,1,4,1,1,1,18,1,0,1,1,0,1,0,0,beca,8,8,7,13.331428571428573,8,8,7,13.331428571428573,1,76.1,0,0,10.8,1.4,1.74,Activo,0,12.5,0,0.0,12.534901874485396,0,0
2024,4,Lic. en Administración de Empresas,3,12,1,1,1,1,28,1,0,0,1,0,0,0,1,ninguno,6,0,0,0.0,6,0,0,0.0,6,80.7,1,1,12.4,0.5,1.79,Abandono,1,50.0,0,3.0,0.0,1,1
2023,2,Ing. Financiera y de Riesgos,4,15,1,1,14,1,21,1,0,0,1,0,1,0,1,ninguno,0,0,0,0.0,0,0,0,0.0,0,70.7,0,0,12.4,0.5,1.79,Activo,0,25.0,0,0.0,0.0,0,0
2024,2,Lic. en Ciencia de Datos e Inteligencia de Negocios,5,1,1,1,1,1,19,1,0,0,1,0,0,0,0,ninguno,7,7,6,13.7,7,7,6,13.7,1,77.0,1,1,7.6,2.6,0.32,Activo,0,25.0,1,0.0,13.387485061175626,0,1
2025,8,Ing. Comercial,1,12,1,1,7,1,26,1,0,0,0,1,0,0,1,ninguno,5,5,0,0.0,5,5,0,0.0,5,82.5,0,0,9.4,-0.8,-3.12,Abandono,1,100.0,1,1.0,0.0,1,0
2023,2,Ing. Comercio Internacional,2,16,1,1,1,1,20,1,0,0,1,0,1,0,0,ninguno,9,12,9,13.454545454545457,7,9,6,13.875,0,79.6,0,0,11.1,0.6,2.02,Abandono,1,25.0,0,0.0,13.316136737854256,0,0
2024,4,Lic. en Administración de Empresas,3,1,6,1,1,1,19,1,0,0,1,0,1,0,0,ninguno,8,8,7,12.2,8,8,7,12.2,1,78.9,1,1,12.7,3.7,-1.7,Activo,0,50.0,0,0.0,11.50072973029664,0,1
